PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
11277,AS,tha,0,Thai,Thai,P,66435
11335,AS,spa,0,Spanish,Spanish,P,31593
11399,AS,coa,0,"Malay, Cocos Islands","Malay, Cocos Islands",P,1249
11437,AS,hrv,0,Croatian,Croatian,P,68165
11456,AS,ell,0,Greek,Greek,P,25497
11458,AS,ces,0,Czech,Czech,P,
11539,AS,eng,0,English,English,P,511766
11543,AS,dhg,0,Dhangu-Djangu,Dhangu-Djangu,P,
11574,AS,djr,0,Djambarrpuyngu,Djambarrpuyngu,P,2806
11576,AS,ddj,0,Jaru,Jaru,P,
11577,AS,djj,0,Djeebbana,Djeebbana,P,289
11578,AS,dji,0,Djinang,Djinang,P,
11579,AS,djb,0,Djinba,Djinba,P,54
11659,AS,nld,0,Dutch,Dutch,P,70390
11683,AS,aer,0,"Arrernte, Eastern","Arrernte, Eastern",P,2875
11722,AS,arz,0,"Arabic, Egyptian Spoken","Arabic, Egyptian Spoken",P,46756
11801,AS,gbb,0,Kaytetye,Kaytetye,P,170
11824,AS,wrk,0,Garrwa,Garrwa,P,105
11871,AS,deu,0,"German, Standard","German, Standard",P,
11942,AS,ell,0,Greek,Greek,P,
11974,AS,gvn,0,Kuku-Yalanji,Kuku-Yalanji,P,434
11991,AS,gnn,0,Gumatj,Gumatj,P,
11994,AS,gup,0,Gunwinggu,Gunwinggu,P,
11994,AS,wlg,0,Kunbarlang,Kunbarlang,S,
11998,AS,gup,0,Gunwinggu,Gunwinggu,P,
11999,AS,guf,0,Gupapuyngu,Gupapuyngu,P,
12003,AS,gue,0,Gurinji,Gurinji,P,715
12051,AS,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,410269
12054,AS,hak,0,"Chinese, Hakka","Chinese, Hakka",P,13128
12057,AS,yue,0,"Chinese, Yue","Chinese, Yue",P,91992
12076,AS,haz,0,Hazaragi,Hazaragi,P,15590
12155,AS,hun,0,Hungarian,Hungarian,P,
12161,AS,run,0,Rundi,Rundi,P,3584
12213,AS,mfe,0,Morisyen,Morisyen,P,23360
12247,AS,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",P,67561
12256,AS,eng,0,English,English,P,75120
12273,AS,ita,0,Italian,Italian,P,
12296,AS,ibd,0,Iwaidja,Iwaidja,P,170
12322,AS,jpn,0,Japanese,Japanese,P,
12347,AS,eng,0,English,English,P,114904
12662,AS,khm,0,Khmer,Khmer,P,33969
12700,AS,vie,0,Vietnamese,Vietnamese,P,220036
12725,AS,gia,0,Kija,Kija,P,252
12795,AS,kor,0,Korean,Korean,P,99082
12861,AS,kjn,0,Kunjen,Kunjen,P,
12877,AS,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,4349
12893,AS,kuy,12584,Kuuku-Ya'u,"Kuuku-Ya'u: Kuuku-yau",S,
12893,AS,tcs,0,"Torres Strait Creole","Torres Strait Creole",P,
12989,AS,lao,0,Lao,Lao,P,11330
13007,AS,lvs,0,"Latvian, Standard","Latvian, Standard",P,8865
13077,AS,eng,0,English,English,P,12495
13159,AS,piu,0,Pintupi-Luritja,Pintupi-Luritja,P,525
13186,AS,mkd,0,Macedonian,Macedonian,P,
13316,AS,tpi,0,"Tok Pisin","Tok Pisin",P,27802
13333,AS,gup,0,Gunwinggu,Gunwinggu,P,
13333,AS,ngk,3682,Dalabon,"Dalabon: Ngalkbun",S,
13340,AS,nbj,0,Ngarinyman,Ngarinyman,P,447
13341,AS,ung,0,Ngarinyin,Ngarinyin,P,68
13342,AS,eng,0,English,English,P,149
13437,AS,zlm,0,Malay,Malay,P,138429
13460,AS,mlt,0,Maltese,Maltese,P,
13483,AS,eng,0,English,English,S,
13483,AS,mid,0,Mandaic,Mandaic,P,
13497,AS,mpc,0,Mangarrayi,Mangarrayi,P,15
13522,AS,mri,0,Maori,Maori,P,
13543,AS,rop,0,Kriol,Kriol,P,
13543,AS,zmj,0,Maridjabin,Maridjabin,S,
13547,AS,rop,0,Kriol,Kriol,P,
13547,AS,zmt,0,Maringarr,Maringarr,S,
13556,AS,mpj,0,"Martu Wangka","Martu Wangka",P,1062
13591,AS,mph,0,Maung,Maung,P,314
13734,AS,ulk,0,"Meriam Mir","Meriam Mir",P,
13885,AS,mwf,0,Murrinh-Patha,Murrinh-Patha,P,
13924,AS,nck,0,Na-kara,Na-kara,P,68
13947,AS,nam,14709,Ngan'gityemerri,"Ngan'gityemerri: Nangikurrunggurr",P,
14021,AS,mwp,0,"Kala Lagaw Ya","Kala Lagaw Ya",P,
14066,AS,nuy,0,Nunggubuyu,Nunggubuyu,P,141
14088,AS,ntj,0,Ngaanyatjarra,Ngaanyatjarra,P,1208
14090,AS,nna,0,Nyangumarta,Nyangumarta,P,374
14095,AS,eng,0,English,English,P,124
14196,AS,sin,0,Sinhala,Sinhala,P,110190
14256,AS,pbu,0,"Pashto, Northern","Pashto, Northern",P,8708
14303,AS,pnw,0,Banyjima,Banyjima,P,119
14371,AS,pes,0,"Persian, Iranian","Persian, Iranian",P,58292
14400,AS,pti,0,Pintiini,Pintiini,P,387
14401,AS,eng,0,English,English,P,1287
14410,AS,eng,0,English,English,P,617
14414,AS,pjt,0,Pitjantjatjara,Pitjantjatjara,P,
14431,AS,pol,0,Polish,Polish,P,
14449,AS,por,0,Portuguese,Portuguese,P,20955
14539,AS,rmb,3713,Rembarrnga,"Rembarrnga: Rembarrnga",P,44
14561,AS,rit,0,Ritharrngu,Ritharrngu,P,39
14570,AS,rmn,0,"Romani, Balkan","Romani, Balkan",P,7120
14571,AS,ron,0,Romanian,Romanian,P,13167
14598,AS,rus,0,Russian,Russian,P,
14676,AS,smo,0,Samoan,Samoan,P,21487
14864,AS,srp,0,Serbian,Serbian,P,83043
14881,AS,ksw,0,"Karen, S'gaw","Karen, S'gaw",P,9141
14903,AS,eng,0,English,English,S,
14903,AS,sth,0,Shelta,Shelta,P,
14962,AS,slk,0,Slovak,Slovak,P,6191
14964,AS,slv,0,Slovene,Slovene,P,5206
15007,AS,eng,0,English,English,P,97502
15077,AS,spa,0,Spanish,Spanish,P,119583
15104,AS,apd,0,"Arabic, Sudanese Spoken","Arabic, Sudanese Spoken",P,35303
15154,AS,ajp,0,"Arabic, South Levantine Spoken","Arabic, South Levantine Spoken",P,78897
15175,AS,tgl,0,Tagalog,Tagalog,P,237134
15355,AS,are,3679,"Arrarnta, Western","Arrarnta, Western: Aranda, Western",P,1653
15398,AS,wij,0,Wik-Iiyanh,Wik-Iiyanh,P,67
15399,AS,wim,0,Wik-Mungkan,Wik-Mungkan,P,1280
15400,AS,wig,0,Wik-Ngathana,Wik-Ngathana,P,219
15417,AS,eng,0,English,English,P,
15417,AS,wro,0,Worrorra,Worrorra,S,
15459,AS,thd,0,"Kuuk Thayorre","Kuuk Thayorre",P,617
15506,AS,tiw,0,Tiwi,Tiwi,P,2102
15554,AS,ton,0,Tongan,Tongan,P,13200
15569,AS,tcs,0,"Torres Strait Creole","Torres Strait Creole",P,7295
15696,AS,ukr,0,Ukrainian,Ukrainian,P,18698
15741,AS,eng,0,English,English,P,86392
15799,AS,ceb,0,Cebuano,Cebuano,P,5447
15824,AS,wbp,0,Warlpiri,Warlpiri,P,3593
15842,AS,wmt,0,Walmajarri,Walmajarri,P,616
15865,AS,wrr,0,Wardaman,Wardaman,P,102
15872,AS,rop,0,Kriol,Kriol,P,
15872,AS,wrl,0,Warlmanpa,Warlmanpa,S,
15876,AS,wrm,0,Warumungu,Warumungu,P,374
15890,AS,eng,0,English,English,P,247
15905,AS,cym,0,Welsh,Welsh,P,44987
15983,AS,kdd,0,Yankunytjatjara,Yankunytjatjara,P,677
15987,AS,jao,0,Yanyuwa,Yanyuwa,P,146
16041,AS,yij,0,Yindjibarndi,Yindjibarndi,P,374
16057,AS,yor,0,Yoruba,Yoruba,P,1899
16842,AS,gom,0,"Konkani, Goan","Konkani, Goan",P,2494
17000,AS,jav,0,Javanese,Javanese,P,12381
18274,AS,tur,0,Turkish,Turkish,P,45278
18495,AS,hnj,0,"Hmong Njua","Hmong Njua",P,2100
18503,AS,ind,0,Indonesian,Indonesian,P,73440
18815,AS,tpi,0,"Tok Pisin","Tok Pisin",P,31710
18874,AS,eng,0,English,English,P,9862
19007,AS,asf,0,Auslan,Auslan,P,
19007,AS,asw,0,"Australian Aborigines Sign Language","Australian Aborigines Sign Language",S,
19007,AS,rsm,0,"Miriwoong Sign Language","Miriwoong Sign Language",S,
19007,AS,ygs,0,"Yolngu Sign Language","Yolngu Sign Language",S,
19007,AS,yhs,0,"Yan-nhangu Sign Language","Yan-nhangu Sign Language",S,
19207,AS,als,0,"Albanian, Tosk","Albanian, Tosk",P,37148
19211,AS,eng,0,English,English,P,
19211,AS,hin,0,Hindi,Hindi,S,
19314,AS,prs,0,Dari,Dari,P,25486
19652,AS,gax,0,"Oromo, Borana-Arsi-Guji","Oromo, Borana-Arsi-Guji",P,3018
20621,AS,kky,0,"Guugu Yimidhirr","Guugu Yimidhirr",P,810
20718,AS,adt,0,Adnyamathanha,Adnyamathanha,S,
20718,AS,eng,0,English,English,P,
20719,AS,bck,0,Bunuba,Bunuba,P,141
20720,AS,bdy,0,Bandjalang,Bandjalang,P,130
20721,AS,dax,0,Dayi,Dayi,P,215
20722,AS,djd,0,Djamindjung,Djamindjung,P,151
20723,AS,gni,0,Gooniyandi,Gooniyandi,P,515
20724,AS,kkp,0,Koko-Bera,Koko-Bera,P,130
20725,AS,mep,0,Miriwoong,Miriwoong,P,256
20726,AS,eng,0,English,English,P,
20726,AS,nay,0,Ngarrindjeri,Ngarrindjeri,S,
20728,AS,nys,0,Nyungar,Nyungar,P,300
20729,AS,ump,0,Umpila,Umpila,P,107
20730,AS,eng,0,English,English,P,
20730,AS,wrh,0,Wiradjuri,Wiradjuri,S,
20732,AS,yii,0,Yidiny,Yidiny,P,183
20772,AS,wmb,0,Wambaya,Wambaya,P,107
20971,AS,dwu,0,Dhuwal,Dhuwal,P,320
20991,AS,gjr,0,"Gurindji Kriol","Gurindji Kriol",P,1017
20992,AS,dwy,0,Dhuwaya,Dhuwaya,P,509
21563,AS,kgs,0,Kumbainggar,Kumbainggar,P,40
21564,AS,gge,0,Gurr-goni,Gurr-goni,P,63
21574,AS,tjp,0,Tjupany,Tjupany,P,250
10249,AU,als,0,"Albanian, Tosk","Albanian, Tosk",P,62378
10491,AU,bar,0,Bavarian,Bavarian,P,7146108
10492,AU,rmc,0,"Romani, Carpathian","Romani, Carpathian",P,3160
10953,AU,bos,0,Bosnian,Bosnian,P,95532
11140,AU,eng,0,English,English,P,9044
11157,AU,ekk,0,"Estonian, Standard","Estonian, Standard",P,542
11234,AU,fra,0,French,French,P,16129
11317,AU,che,0,Chechen,Chechen,P,25031
11437,AU,hrv,0,Croatian,Croatian,P,71413
11458,AU,ces,0,Czech,Czech,P,
11659,AU,nld,0,Dutch,Dutch,P,3333
11765,AU,fra,0,French,French,P,913
11870,AU,gsw,6880,"German, Swiss","German, Swiss: High Alemannisch",P,301162
11871,AU,deu,0,"German, Standard","German, Standard",P,179390
11942,AU,ell,0,Greek,Greek,P,12902
12051,AU,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,36570
12155,AU,hun,0,Hungarian,Hungarian,P,64604
12273,AU,ita,0,Italian,Italian,P,8171
12346,AU,deu,0,"German, Standard","German, Standard",P,9173
12700,AU,vie,0,Vietnamese,Vietnamese,P,3547
12877,AU,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,24743
13055,AU,deu,0,"German, Standard","German, Standard",P,604
13186,AU,mkd,0,Macedonian,Macedonian,P,4366
14202,AU,rmo,0,"Romani, Sinte","Romani, Sinte",P,3160
14371,AU,pes,0,"Persian, Iranian","Persian, Iranian",P,17207
14431,AU,pol,0,Polish,Polish,P,58544
14571,AU,ron,0,Romanian,Romanian,P,84325
14598,AU,rus,0,Russian,Russian,P,16129
14864,AU,srp,0,Serbian,Serbian,P,118560
14962,AU,slk,0,Slovak,Slovak,P,35912
14964,AU,slv,0,Slovene,Slovene,P,30037
15001,AU,dsb,0,"Sorbian, Lower","Sorbian, Lower",P,4409
15077,AU,spa,0,Spanish,Spanish,P,4086
15148,AU,swe,0,Swedish,Swedish,P,1951
15175,AU,tgl,0,Tagalog,Tagalog,P,8814
15741,AU,eng,0,English,English,P,5699
15843,AU,wae,0,Walser,Walser,P,8724
18274,AU,tur,0,Turkish,Turkish,P,117951
19007,AU,asq,0,"Austrian Sign Language","Austrian Sign Language",P,17504
19211,AU,bar,0,Bavarian,Bavarian,S,
19211,AU,hin,0,Hindi,Hindi,P,
19211,AU,sin,0,Sinhala,Sinhala,S,
19211,AU,urd,0,Urdu,Urdu,S,
19223,AU,por,47,Portuguese,"Portuguese: Brasil",P,850
19314,AU,pbt,0,"Pashto, Southern","Pashto, Southern",P,36208
19631,AU,yec,0,Yeniche,Yeniche,P,1745
11140,AV,eng,0,English,English,P,306
13862,AV,aig,0,"Antigua and Barbuda Creole English","Antigua and Barbuda Creole English",P,13511
15741,AV,eng,0,English,English,P,322
19206,AV,eng,0,English,English,P,266
19211,AV,hin,0,Hindi,Hindi,P,114
10572,BA,abv,0,"Arabic, Baharna Spoken","Arabic, Baharna Spoken",P,840691
11140,BA,eng,0,English,English,P,23265
11982,BA,guj,0,Gujarati,Gujarati,P,31330
12795,BA,kor,0,Korean,Korean,P,
12877,BA,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,53937
14371,BA,pes,0,"Persian, Iranian","Persian, Iranian",P,202890
15175,BA,tgl,0,Tagalog,Tagalog,P,
15324,BA,tel,0,Telugu,Telugu,P,31214
15727,BA,urd,0,Urdu,Urdu,P,70232
15741,BA,eng,0,English,English,P,7687
17433,BA,mal,0,Malayalam,Malayalam,P,
18211,BA,tam,0,Tamil,Tamil,P,38824
18274,BA,tur,0,Turkish,Turkish,P,1581
19007,BA,xxx,0,Unknown,"Language unknown",P,3134
19204,BA,afb,0,"Arabic, Gulf Spoken","Arabic, Gulf Spoken",P,151010
19226,BA,afb,0,"Arabic, Gulf Spoken","Arabic, Gulf Spoken",P,78
10682,BB,bjs,0,Bajan,Bajan,S,
10682,BB,eng,0,English,English,P,
11140,BB,eng,0,English,English,P,28452
15741,BB,eng,0,English,English,P,3374
19007,BB,ase,0,"American Sign Language","American Sign Language",P,1430
19211,BB,hin,0,Hindi,Hindi,P,3989
10168,BC,afr,6716,Afrikaans,"Afrikaans: Orange River Afrikaans",P,9246
10676,BC,xuu,0,Khwedam,Khwedam,P,1851
10874,BC,brl,0,Birwa,Birwa,P,19127
11140,BC,eng,0,English,English,P,6498
11278,BC,tsn,0,Setswana,Setswana,P,434991
11852,BC,diu,3503,Gciriku,"Gciriku: Gciriku",P,2552
12020,BC,gwj,0,Gwi,Gwi,P,1742
12085,BC,her,0,Herero,Herero,P,18794
12091,BC,hio,0,Tshuwau,Tshuwau,P,2370
12146,BC,gnk,0,Gana,Gana,P,1220
12160,BC,tsn,0,Setswana,Setswana,P,14028
12446,BC,kck,0,Kalanga,Kalanga,P,
12646,BC,xkv,0,Kgalagadi,Kgalagadi,P,
12856,BC,knw,0,Kung-Ekoka,Kung-Ekoka,P,2010
12857,BC,ktz,0,Ju'hoan,Ju'hoan,P,8300
12911,BC,kwn,0,Kwangali,Kwangali,P,8385
12920,BC,tsn,0,Setswana,Setswana,P,226652
13127,BC,loz,0,Lozi,Lozi,P,17103
13245,BC,nhr,0,Naro,Naro,P,8040
13275,BC,nde,0,Ndebele,Ndebele,P,19773
13379,BC,tsn,0,Setswana,Setswana,P,216774
13380,BC,tsn,0,Setswana,Setswana,P,516689
13452,BC,tsn,0,Setswana,Setswana,P,39531
13639,BC,mhw,0,Mbukushu,Mbukushu,P,37226
13935,BC,nmq,0,Nambya,Nambya,P,19127
13990,BC,nso,16869,"Sotho, Northern","Sotho, Northern: Tswene",P,13437
14072,BC,huc,10704,Hua,"Hua: Sasi",S,
14072,BC,tsn,0,Setswana,Setswana,P,
14073,BC,nmn,0,Xoo,Xoo,P,2236
14128,BC,shg,0,Shua,Shua,P,
14566,BC,tsn,17699,Setswana,"Setswana: Rolong",P,
14681,BC,hgm,0,Haiom,Haiom,P,38378
14832,BC,tsn,0,Setswana,Setswana,P,8324
14917,BC,sna,0,Shona,Shona,P,
15005,BC,sot,0,"Sotho, Southern","Sotho, Southern",P,
15102,BC,sbs,0,Kuhane,Kuhane,P,6785
15301,BC,tsn,0,Setswana,Setswana,P,140266
15436,BC,xho,0,Xhosa,Xhosa,P,11908
15513,BC,tsn,0,Setswana,Setswana,P,10202
15602,BC,two,0,Tswapong,Tswapong,P,8638
16033,BC,yey,0,Yeyi,Yeyi,P,52544
16112,BC,zul,0,Zulu,Zulu,P,5890
18367,BC,hnh,0,Ani,Ani,P,1063
19007,BC,xxx,0,Unknown,"Language unknown",P,17498
19206,BC,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,1274
19211,BC,guj,0,Gujarati,Gujarati,P,
19211,BC,hin,0,Hindi,Hindi,S,
19325,BC,tyu,0,Kua,Kua,P,1041
11140,BD,eng,0,English,English,P,564
14449,BD,por,0,Portuguese,Portuguese,P,2721
15175,BD,tgl,0,Tagalog,Tagalog,P,439
15919,BD,eng,0,English,English,P,36883
19007,BD,xxx,0,Unknown,"Language unknown",P,305
19208,BD,eng,0,English,English,P,14754
19407,BD,eng,9591,English,"English: Bermudan English",P,4232
10294,BE,amh,0,Amharic,Amharic,P,1029
10326,BE,eng,0,English,English,P,791
10328,BE,eng,0,English,English,P,2999
10379,BE,arq,0,"Arabic, Algerian Spoken","Arabic, Algerian Spoken",P,10840
10429,BE,hye,0,Armenian,Armenian,P,
10429,BE,hyw,0,"Armenian, Western","Armenian, Western",S,
10491,BE,bar,0,Bavarian,Bavarian,P,2705
10528,BE,azj,0,"Azerbaijani, North","Azerbaijani, North",P,1043
10953,BE,bos,0,Bosnian,Bosnian,P,2517
10966,BE,por,47,Portuguese,"Portuguese: Brasil",P,6510
10998,BE,bul,0,Bulgarian,Bulgarian,P,18559
11065,BE,bel,0,Belarusian,Belarusian,P,1647
11140,BE,eng,0,English,English,P,26088
11157,BE,ekk,0,"Estonian, Standard","Estonian, Standard",P,855
11205,BE,fin,0,Finnish,Finnish,P,3187
11217,BE,vls,0,Vlaams,Vlaams,P,5405666
11234,BE,fra,0,French,French,P,276000
11277,BE,tha,0,Thai,Thai,P,3474
11317,BE,che,0,Chechen,Chechen,P,17373
11335,BE,spa,0,Spanish,Spanish,P,1051
11440,BE,spa,0,Spanish,Spanish,P,665
11458,BE,ces,0,Czech,Czech,P,3143
11496,BE,dan,0,Danish,Danish,P,3058
11600,BE,spa,0,Spanish,Spanish,P,753
11659,BE,lim,0,Limburgish,Limburgish,S,
11659,BE,nld,0,Dutch,Dutch,P,
11713,BE,spa,0,Spanish,Spanish,P,3461
11722,BE,arz,0,"Arabic, Egyptian Spoken","Arabic, Egyptian Spoken",P,1524
11764,BE,fra,0,French,French,P,29770
11769,BE,fuf,0,Pular,Pular,P,8415
11865,BE,kat,0,Georgian,Georgian,P,3123
11870,BE,gsw,0,"German, Swiss","German, Swiss",P,2216
11871,BE,deu,0,"German, Standard","German, Standard",P,41617
11942,BE,ell,0,Greek,Greek,P,15458
12155,BE,hun,0,Hungarian,Hungarian,P,4649
12161,BE,run,0,Rundi,Rundi,P,2293
12213,BE,mfe,0,Morisyen,Morisyen,P,707
12247,BE,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",P,6685
12256,BE,eng,0,English,English,P,3910
12273,BE,ita,0,Italian,Italian,P,471000
12322,BE,jpn,0,Japanese,Japanese,P,4656
12399,BE,kab,0,Kabyle,Kabyle,P,54435
12599,BE,kaz,0,Kazakh,Kazakh,P,2583
12662,BE,khm,0,Khmer,Khmer,P,533
12700,BE,vie,0,Vietnamese,Vietnamese,P,1323
12795,BE,kor,0,Korean,Korean,P,770
12877,BE,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,28825
13007,BE,lvs,0,"Latvian, Standard","Latvian, Standard",P,1230
13017,BE,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,2438
13068,BE,lin,0,Lingala,Lingala,P,24025
13077,BE,lit,13011,Lithuanian,"Lithuanian: Suvalkietiskai",P,1737
13165,BE,ltz,0,Luxembourgish,Luxembourgish,P,4582
13169,BE,ayl,0,"Arabic, Libyan Spoken","Arabic, Libyan Spoken",P,4584
13186,BE,mkd,0,Macedonian,Macedonian,P,6242
13592,BE,mey,0,Hassaniyya,Hassaniyya,P,1476
13697,BE,spa,0,Spanish,Spanish,P,1018
13775,BE,ron,20630,Romanian,"Romanian: Moldavian",P,1363
13802,BE,mos,0,Moore,Moore,P,757
13819,BE,ary,0,"Arabic, Moroccan Spoken","Arabic, Moroccan Spoken",P,425000
14039,BE,uzn,0,"Uzbek, Northern","Uzbek, Northern",P,1661
14045,BE,nor,0,Norwegian,Norwegian,P,1352
14371,BE,pes,0,"Persian, Iranian","Persian, Iranian",P,5919
14373,BE,spa,0,Spanish,Spanish,P,1156
14431,BE,pol,0,Polish,Polish,P,51912
14449,BE,por,0,Portuguese,Portuguese,P,36002
14567,BE,rmy,0,"Romani, Vlax","Romani, Vlax",P,15554
14571,BE,ron,0,Romanian,Romanian,P,35700
14598,BE,rus,0,Russian,Russian,P,19650
14605,BE,kin,0,Kinyarwanda,Kinyarwanda,P,4871
14864,BE,srp,0,Serbian,Serbian,P,6139
14899,BE,shy,0,Tachawit,Tachawit,P,41098
14962,BE,slk,0,Slovak,Slovak,P,5670
14983,BE,som,16821,Somali,"Somali: Northern Somali",P,1421
15077,BE,spa,0,Spanish,Spanish,P,50141
15148,BE,swe,0,Swedish,Swedish,P,4572
15175,BE,tgl,0,Tagalog,Tagalog,P,3448
15201,BE,tgk,0,Tajik,Tajik,P,5034
15414,BE,wol,0,Wolof,Wolof,P,1922
15641,BE,aeb,0,"Arabic, Tunisian Spoken","Arabic, Tunisian Spoken",P,4483
15696,BE,ukr,0,Ukrainian,Ukrainian,P,4148
15727,BE,urd,0,Urdu,Urdu,P,9499
15741,BE,eng,0,English,English,P,12061
15841,BE,wln,0,Walloon,Walloon,P,3535558
18274,BE,tur,0,Turkish,Turkish,P,230000
18605,BE,khk,0,"Mongolian, Halh","Mongolian, Halh",P,808
19007,BE,sfb,0,"French Belgian Sign Language","French Belgian Sign Language",P,
19007,BE,vgt,0,"Flemish Sign Language","Flemish Sign Language",S,
19206,BE,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,10332
19207,BE,als,0,"Albanian, Tosk","Albanian, Tosk",P,5484
19209,BE,spa,0,Spanish,Spanish,P,12030
19211,BE,hin,0,Hindi,Hindi,S,
19211,BE,sin,0,Sinhala,Sinhala,S,
19211,BE,urd,0,Urdu,Urdu,P,
19213,BE,fra,0,French,French,P,12607
19215,BE,eng,0,English,English,P,48781
20297,BE,spa,0,Spanish,Spanish,P,1733
10566,BF,eng,0,English,English,P,94820
11140,BF,eng,0,English,English,P,4974
11942,BF,ell,0,Greek,Greek,P,1126
12035,BF,hat,0,"Haitian Creole","Haitian Creole",P,31255
12316,BF,eng,0,English,English,P,6327
15741,BF,eng,0,English,English,P,8338
19007,BF,xxx,0,Unknown,"Language unknown",P,1995
19206,BF,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,765
19406,BF,bah,0,"Bahamas Creole English","Bahamas Creole English",P,247376
10327,BG,ben,0,Bengali,Bengali,P,11840
10327,BG,ctg,0,Chittagonian,Chittagonian,S,1980
10327,BG,eng,0,English,English,S,1620
10327,BG,syl,0,Sylheti,Sylheti,S,10
10454,BG,csh,0,"Chin, Asho","Chin, Asho",P,1590
10454,BG,ctg,0,Chittagonian,Chittagonian,S,110
10564,BG,ben,0,Bengali,Bengali,P,10720
10736,BG,ben,0,Bengali,Bengali,P,5860
10736,BG,ctg,0,Chittagonian,Chittagonian,S,3150
10736,BG,ory,0,Odia,Odia,S,10
10736,BG,syl,0,Sylheti,Sylheti,S,20
11029,BG,mya,0,Burmese,Burmese,P,316450
11270,BG,ben,0,Bengali,Bengali,S,30
11270,BG,cnb,0,"Chin, Uppu","Chin, Uppu",S,1190
11270,BG,cnh,0,"Chin, Hakha","Chin, Hakha",P,1460
11270,BG,ctg,0,Chittagonian,Chittagonian,S,330
11270,BG,syl,0,Sylheti,Sylheti,S,110
11291,BG,ben,0,Bengali,Bengali,S,115
11291,BG,ckh,0,Chak,Chak,P,2415
11291,BG,ctg,0,Chittagonian,Chittagonian,S,200
11293,BG,ben,0,Bengali,Bengali,S,1240
11293,BG,ccp,0,Chakma,Chakma,P,339170
11293,BG,ctg,0,Chittagonian,Chittagonian,S,38450
11293,BG,dln,0,Darlong,Darlong,S,6480
11293,BG,tpe,0,Tippera,Tippera,S,2030
11293,BG,usi,0,Usoi,Usoi,S,1310
11342,BG,cnb,0,"Chin, Uppu","Chin, Uppu",P,1370
11359,BG,rhg,0,Rohingya,Rohingya,P,960400
11698,BG,ben,0,Bengali,Bengali,P,955
11698,BG,ctg,0,Chittagonian,Chittagonian,S,50
11698,BG,syl,0,Sylheti,Sylheti,S,400
11826,BG,aml,0,War-Jaintia,War-Jaintia,S,1140
11826,BG,asm,0,Assamese,Assamese,S,10
11826,BG,ben,0,Bengali,Bengali,S,3180
11826,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,230
11826,BG,ctg,0,Chittagonian,Chittagonian,S,60
11826,BG,grt,0,Garo,Garo,P,101175
11826,BG,mef,0,Megam,Megam,S,7950
11826,BG,syl,0,Sylheti,Sylheti,S,565
12027,BG,ben,0,Bengali,Bengali,P,40850
12027,BG,ctg,0,Chittagonian,Chittagonian,S,9130
12027,BG,syl,0,Sylheti,Sylheti,S,140
12036,BG,ben,0,Bengali,Bengali,S,900
12036,BG,grt,0,Garo,Garo,S,340
12036,BG,haj,0,Hajong,Hajong,P,14890
12036,BG,syl,0,Sylheti,Sylheti,S,180
12051,BG,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,6980
12654,BG,aml,0,War-Jaintia,War-Jaintia,S,760
12654,BG,ben,0,Bengali,Bengali,S,1740
12654,BG,grt,0,Garo,Garo,S,625
12654,BG,kha,0,Khasi,Khasi,P,71250
12654,BG,lyg,0,Lyngngam,Lyngngam,S,950
12654,BG,syl,0,Sylheti,Sylheti,S,145
12771,BG,ben,0,Bengali,Bengali,P,12920
13207,BG,aml,0,War-Jaintia,War-Jaintia,S,450
13207,BG,ben,0,Bengali,Bengali,S,4020
13207,BG,ctg,0,Chittagonian,Chittagonian,S,29300
13207,BG,rki,0,Rakhine,Rakhine,S,22130
13207,BG,rmz,0,Marma,Marma,P,118350
13207,BG,usi,0,Usoi,Usoi,S,200
13218,BG,asm,0,Assamese,Assamese,S,140
13218,BG,ben,0,Bengali,Bengali,S,6055
13218,BG,mjx,0,Mahali,Mahali,P,13365
13218,BG,syl,0,Sylheti,Sylheti,S,8060
13218,BG,tpe,0,Tippera,Tippera,S,80
13322,BG,new,18847,Newar,"Newar: Newar",S,240
13322,BG,npi,0,Nepali,Nepali,P,904
13513,BG,ben,0,Bengali,Bengali,S,290
13513,BG,mni,0,Meitei,Meitei,P,17020
13513,BG,syl,0,Sylheti,Sylheti,S,630
13761,BG,ben,0,Bengali,Bengali,P,31540
13761,BG,ctg,0,Chittagonian,Chittagonian,S,1220
13761,BG,syl,0,Sylheti,Sylheti,S,2300
13761,BG,urd,0,Urdu,Urdu,S,1920
13849,BG,ben,0,Bengali,Bengali,S,490
13849,BG,ctg,0,Chittagonian,Chittagonian,S,1345
13849,BG,mro,0,Mru,Mru,P,27155
13867,BG,asm,0,Assamese,Assamese,S,250
