PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
20861,IN,hin,0,Hindi,Hindi,S,50
20861,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,990
20862,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,1010
20863,IN,hin,0,Hindi,Hindi,S,300
20863,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,2355
20864,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,940
20865,IN,bgc,0,Haryanvi,Haryanvi,S,370
20865,IN,bgq,0,Bagri,Bagri,S,580
20865,IN,hin,0,Hindi,Hindi,S,13125
20865,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,1330
20865,IN,pnb,0,"Punjabi, Western","Punjabi, Western",P,24490
20866,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,190
20867,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,990
20868,IN,hin,0,Hindi,Hindi,S,20
20868,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,1410
20869,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,390
20870,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,390
20871,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,230
20872,IN,bgc,0,Haryanvi,Haryanvi,S,7610
20872,IN,hin,0,Hindi,Hindi,P,24790
20872,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,2350
20873,IN,bgq,0,Bagri,Bagri,S,410
20873,IN,guj,0,Gujarati,Gujarati,S,1600
20873,IN,hin,0,Hindi,Hindi,S,10655
20873,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,1120
20873,IN,pnb,0,"Punjabi, Western","Punjabi, Western",P,23640
20874,IN,hin,0,Hindi,Hindi,S,200
20874,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,2570
20875,IN,bns,0,Bundeli,Bundeli,S,200
20875,IN,bra,0,"Braj Bhasha","Braj Bhasha",S,420
20875,IN,hin,0,Hindi,Hindi,P,30980
20875,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,1900
20876,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,170
20877,IN,hin,0,Hindi,Hindi,S,150
20877,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,1560
20878,IN,bgc,0,Haryanvi,Haryanvi,P,400
20878,IN,hin,0,Hindi,Hindi,S,10
20878,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,100
20879,IN,hin,0,Hindi,Hindi,S,40
20879,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,500
20880,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,660
20881,IN,bgc,0,Haryanvi,Haryanvi,S,1850
20881,IN,bgq,0,Bagri,Bagri,S,950
20881,IN,hin,0,Hindi,Hindi,P,24435
20881,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,10270
20882,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,370
20883,IN,hin,0,Hindi,Hindi,S,1540
20883,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,4160
20884,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,720
20885,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,200
20886,IN,hin,0,Hindi,Hindi,P,1420
20886,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,300
20887,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,320
20888,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,192
20888,IN,pnb,0,"Punjabi, Western","Punjabi, Western",P,360
20889,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,790
20890,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,120
20891,IN,hin,0,Hindi,Hindi,S,140
20891,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,1420
20892,IN,hin,0,Hindi,Hindi,P,800
20892,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,242
20893,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,990
20894,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,170
20895,IN,bgc,0,Haryanvi,Haryanvi,S,810
20895,IN,hin,0,Hindi,Hindi,P,1670
20895,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,570
20896,IN,bgc,0,Haryanvi,Haryanvi,S,780
20896,IN,hin,0,Hindi,Hindi,P,1310
20896,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,110
20897,IN,bgc,0,Haryanvi,Haryanvi,S,1570
20897,IN,bra,0,"Braj Bhasha","Braj Bhasha",S,180
20897,IN,hin,0,Hindi,Hindi,P,26450
20897,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,5800
20898,IN,bra,0,"Braj Bhasha","Braj Bhasha",S,240
20898,IN,hin,0,Hindi,Hindi,P,5200
20898,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,360
20899,IN,ory,0,Odia,Odia,P,190
20901,IN,urd,0,Urdu,Urdu,P,160
20902,IN,bgc,0,Haryanvi,Haryanvi,S,20485
20902,IN,bgq,0,Bagri,Bagri,S,10260
20902,IN,cdj,0,Churahi,Churahi,S,30
20902,IN,hin,0,Hindi,Hindi,S,10825
20902,IN,kfs,0,Bilaspuri,Bilaspuri,S,15
20902,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,77496
20902,IN,xnr,0,Kangri,Kangri,S,15
20903,IN,hin,0,Hindi,Hindi,S,40
20903,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,410
20903,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,160
20904,IN,bgq,0,Bagri,Bagri,S,50
20904,IN,hin,0,Hindi,Hindi,S,1892
20904,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,10391
20905,IN,anp,0,Angika,Angika,S,55
20905,IN,hin,0,Hindi,Hindi,S,55
20905,IN,mai,0,Maithili,Maithili,P,200
20906,IN,hin,0,Hindi,Hindi,S,300
20906,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,530
20906,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,40
20907,IN,dgo,0,Dogri,Dogri,P,34800
20907,IN,hin,0,Hindi,Hindi,S,12000
20908,IN,dgo,0,Dogri,Dogri,P,33000
20908,IN,hin,0,Hindi,Hindi,S,2400
20908,IN,kas,0,Kashmiri,Kashmiri,S,4000
20909,IN,bgq,0,Bagri,Bagri,S,40
20909,IN,hin,0,Hindi,Hindi,P,15838
20909,IN,kfs,0,Bilaspuri,Bilaspuri,S,140
20909,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,190
20909,IN,mjl,0,Mandeali,Mandeali,S,370
20909,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,350
20909,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,9912
20909,IN,xnr,0,Kangri,Kangri,S,1360
20910,IN,hin,0,Hindi,Hindi,P,160
20912,IN,hin,0,Hindi,Hindi,S,80
20912,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,520
20913,IN,mar,0,Marathi,Marathi,S,50
20913,IN,urd,0,Urdu,Urdu,P,350
20914,IN,bgc,0,Haryanvi,Haryanvi,P,2400
20914,IN,hin,0,Hindi,Hindi,S,40
20914,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,120
20914,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,460
20915,IN,hin,0,Hindi,Hindi,P,220
20916,IN,hin,0,Hindi,Hindi,P,1130
20916,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,166
20916,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,110
20917,IN,hin,0,Hindi,Hindi,S,130
20917,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,420
20917,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,260
20918,IN,anp,0,Angika,Angika,S,700
20918,IN,awa,0,Awadhi,Awadhi,S,11220
20918,IN,ben,0,Bengali,Bengali,S,13416
20918,IN,bfy,0,Bagheli,Bagheli,S,1210
20918,IN,bgc,0,Haryanvi,Haryanvi,S,5515
20918,IN,bgq,0,Bagri,Bagri,S,1040
20918,IN,bho,0,Bhojpuri,Bhojpuri,S,85825
20918,IN,bht,0,Bhattiyali,Bhattiyali,S,5770
20918,IN,bjj,0,Kanauji,Kanauji,S,8740
20918,IN,bns,0,Bundeli,Bundeli,S,3940
20918,IN,bra,0,"Braj Bhasha","Braj Bhasha",S,746
20918,IN,cdh,0,Chambeali,Chambeali,S,60
20918,IN,cdj,0,Churahi,Churahi,S,3420
20918,IN,dhd,0,Dhundari,Dhundari,S,4142
20918,IN,gbm,0,Garhwali,Garhwali,S,852
20918,IN,guj,0,Gujarati,Gujarati,S,76082
20918,IN,hin,0,Hindi,Hindi,P,1554099
20918,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,65580
20918,IN,hoj,18802,Haroti,"Haroti: Harauti",S,425
20918,IN,kfs,0,Bilaspuri,Bilaspuri,S,470
20918,IN,kfy,0,Kumaoni,Kumaoni,S,825
20918,IN,mag,0,Magahi,Magahi,S,68115
20918,IN,mai,0,Maithili,Maithili,S,23275
20918,IN,mar,0,Marathi,Marathi,S,440
20918,IN,mjl,0,Mandeali,Mandeali,S,59420
20918,IN,mtr,0,Mewari,Mewari,S,970
20918,IN,mup,0,Malvi,Malvi,S,3070
20918,IN,noe,0,Nimadi,Nimadi,S,210
20918,IN,ory,0,Odia,Odia,S,1289
20918,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,39935
20918,IN,rwr,0,Marwari,Marwari,S,3195
20918,IN,sjp,0,Surjapuri,Surjapuri,S,60
20918,IN,swv,0,Shekhawati,Shekhawati,S,1950
20918,IN,tel,0,Telugu,Telugu,S,139
20918,IN,xnr,0,Kangri,Kangri,S,178200
20919,IN,eng,0,English,English,S,1920
20919,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,10
20919,IN,kan,0,Kannada,Kannada,S,120
20919,IN,mal,0,Malayalam,Malayalam,P,364200
20919,IN,tam,0,Tamil,Tamil,S,89086
20919,IN,tcy,0,Tulu,Tulu,S,3960
20920,IN,bgc,0,Haryanvi,Haryanvi,S,480
20920,IN,bgq,0,Bagri,Bagri,S,340
20920,IN,dhd,0,Dhundari,Dhundari,S,1070
20920,IN,hin,0,Hindi,Hindi,S,12360
20920,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,18200
20920,IN,rwr,0,Marwari,Marwari,S,280
20920,IN,swv,0,Shekhawati,Shekhawati,S,80
20920,IN,xnr,0,Kangri,Kangri,S,60
20974,IN,hin,0,Hindi,Hindi,S,340
20974,IN,pnb,0,"Punjabi, Western","Punjabi, Western",P,2370
20975,IN,syw,0,Syuba,Syuba,P,1790
20977,IN,bjj,0,Kanauji,Kanauji,S,20
20977,IN,hin,0,Hindi,Hindi,P,553
20977,IN,kfy,0,Kumaoni,Kumaoni,S,4
20977,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,488
20978,IN,bgc,0,Haryanvi,Haryanvi,S,130
20978,IN,bgq,0,Bagri,Bagri,S,1430
20978,IN,hin,0,Hindi,Hindi,S,3360
20978,IN,pnb,0,"Punjabi, Western","Punjabi, Western",P,33720
20979,IN,bgc,0,Haryanvi,Haryanvi,S,90
20979,IN,bgq,0,Bagri,Bagri,S,940
20979,IN,hin,0,Hindi,Hindi,S,3800
20979,IN,pnb,0,"Punjabi, Western","Punjabi, Western",P,39270
20980,IN,lsh,0,Lish,Lish,P,250
20981,IN,hin,0,Hindi,Hindi,S,30
20981,IN,pnb,0,"Punjabi, Western","Punjabi, Western",P,250
20982,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,2730
20982,IN,urd,0,Urdu,Urdu,P,3310
20983,IN,hin,0,Hindi,Hindi,S,30
20983,IN,pnb,0,"Punjabi, Western","Punjabi, Western",P,200
20984,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,220
20985,IN,mal,0,Malayalam,Malayalam,S,47
20985,IN,tam,0,Tamil,Tamil,P,154
20985,IN,tcy,0,Tulu,Tulu,S,2
20985,IN,tel,0,Telugu,Telugu,S,13
20986,IN,tam,0,Tamil,Tamil,P,140
20987,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,130
20988,IN,tam,0,Tamil,Tamil,P,90
20988,IN,tel,0,Telugu,Telugu,S,36
21009,IN,ahr,0,Ahirani,Ahirani,S,160
21009,IN,bfb,0,"Bareli, Pauri","Bareli, Pauri",S,1250
21009,IN,bgd,0,"Bareli, Rathwi","Bareli, Rathwi",S,250
21009,IN,bhb,0,Bhili,Bhili,S,9866
21009,IN,bpx,0,"Bareli, Palya","Bareli, Palya",S,160
21009,IN,duh,0,"Dungra Bhil","Dungra Bhil",S,600
21009,IN,guj,0,Gujarati,Gujarati,S,1
21009,IN,hin,0,Hindi,Hindi,S,20
21009,IN,khn,0,Khandesi,Khandesi,S,1770
21009,IN,mar,0,Marathi,Marathi,P,18475
21009,IN,vas,0,Vasavi,Vasavi,S,420
21010,IN,bfb,0,"Bareli, Pauri","Bareli, Pauri",S,36200
21010,IN,bgd,0,"Bareli, Rathwi","Bareli, Rathwi",S,8150
21010,IN,bhb,0,Bhili,Bhili,S,156095
21010,IN,bpx,0,"Bareli, Palya","Bareli, Palya",S,23400
21010,IN,dhn,0,Dhanki,Dhanki,S,3200
21010,IN,duh,0,"Dungra Bhil","Dungra Bhil",S,1510
21010,IN,guj,0,Gujarati,Gujarati,S,1380
21010,IN,hin,0,Hindi,Hindi,P,518305
21010,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,30
21010,IN,kan,0,Kannada,Kannada,S,230
21010,IN,kfp,0,Korwa,Korwa,S,630
21010,IN,khn,0,Khandesi,Khandesi,S,11800
21010,IN,mar,0,Marathi,Marathi,S,1140
21010,IN,mke,0,Mawchi,Mawchi,S,1280
21010,IN,mup,0,Malvi,Malvi,S,14450
21010,IN,nll,0,Nihali,Nihali,S,40
21010,IN,noe,0,Nimadi,Nimadi,S,216300
21010,IN,sbn,0,"Sindhi Bhil","Sindhi Bhil",S,500
21010,IN,vas,0,Vasavi,Vasavi,S,2520
21011,IN,duh,0,"Dungra Bhil","Dungra Bhil",P,29970
21011,IN,guj,0,Gujarati,Gujarati,S,18500
21011,IN,mar,0,Marathi,Marathi,S,230
21012,IN,bfb,0,"Bareli, Pauri","Bareli, Pauri",S,320
21012,IN,bgd,0,"Bareli, Rathwi","Bareli, Rathwi",S,60
21012,IN,bhb,0,Bhili,Bhili,S,3766
21012,IN,duh,0,"Dungra Bhil","Dungra Bhil",S,1394
21012,IN,guj,0,Gujarati,Gujarati,P,53255
21012,IN,hin,0,Hindi,Hindi,S,20
21012,IN,khn,0,Khandesi,Khandesi,S,410
21012,IN,mar,0,Marathi,Marathi,S,17804
21012,IN,mke,0,Mawchi,Mawchi,S,180
21012,IN,sbn,0,"Sindhi Bhil","Sindhi Bhil",S,400
21012,IN,vas,0,Vasavi,Vasavi,S,3000
21013,IN,ahr,0,Ahirani,Ahirani,S,340
21013,IN,bfb,0,"Bareli, Pauri","Bareli, Pauri",S,2700
21013,IN,bgd,0,"Bareli, Rathwi","Bareli, Rathwi",S,550
21013,IN,bhb,0,Bhili,Bhili,P,42678
21013,IN,bpx,0,"Bareli, Palya","Bareli, Palya",S,320
21013,IN,dhn,0,Dhanki,Dhanki,S,470
21013,IN,duh,0,"Dungra Bhil","Dungra Bhil",S,1800
21013,IN,guj,0,Gujarati,Gujarati,S,39904
21013,IN,hin,0,Hindi,Hindi,S,20
21013,IN,khn,0,Khandesi,Khandesi,S,4100
21013,IN,mar,0,Marathi,Marathi,S,30986
21013,IN,mke,0,Mawchi,Mawchi,S,3180
21013,IN,sbn,0,"Sindhi Bhil","Sindhi Bhil",S,800
21013,IN,vas,0,Vasavi,Vasavi,S,10160
21014,IN,bhb,0,Bhili,Bhili,S,10300
21014,IN,guj,0,Gujarati,Gujarati,P,42510
21014,IN,hin,0,Hindi,Hindi,S,1815
21014,IN,mtr,0,Mewari,Mewari,S,1790
21014,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,160
21014,IN,rwr,0,Marwari,Marwari,S,125
21014,IN,wbr,0,Wagdi,Wagdi,S,1430
21015,IN,bhb,0,Bhili,Bhili,S,9420
21015,IN,guj,0,Gujarati,Gujarati,S,60
21015,IN,hin,0,Hindi,Hindi,S,1550
21015,IN,mar,0,Marathi,Marathi,S,1021
21015,IN,mtr,0,Mewari,Mewari,S,970
21015,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,240
21015,IN,tel,0,Telugu,Telugu,S,100
21015,IN,wbr,0,Wagdi,Wagdi,P,17172
21016,IN,bfb,0,"Bareli, Pauri","Bareli, Pauri",S,50
21016,IN,bgd,0,"Bareli, Rathwi","Bareli, Rathwi",S,810
21016,IN,bhb,0,Bhili,Bhili,S,84655
21016,IN,dhn,0,Dhanki,Dhanki,S,3100
21016,IN,duh,0,"Dungra Bhil","Dungra Bhil",S,250
21016,IN,guj,0,Gujarati,Gujarati,S,460
21016,IN,hin,0,Hindi,Hindi,P,104575
21016,IN,kan,0,Kannada,Kannada,S,50
21016,IN,kfp,0,Korwa,Korwa,S,90
21016,IN,khn,0,Khandesi,Khandesi,S,4540
21016,IN,mar,0,Marathi,Marathi,S,560
21016,IN,mke,0,Mawchi,Mawchi,S,5560
21016,IN,mup,0,Malvi,Malvi,S,1540
21016,IN,nll,0,Nihali,Nihali,S,40
21016,IN,noe,0,Nimadi,Nimadi,S,20270
21016,IN,sbn,0,"Sindhi Bhil","Sindhi Bhil",S,40
21016,IN,vas,0,Vasavi,Vasavi,S,150
21017,IN,ahr,0,Ahirani,Ahirani,S,600
21017,IN,bfb,0,"Bareli, Pauri","Bareli, Pauri",S,14400
21017,IN,bgd,0,"Bareli, Rathwi","Bareli, Rathwi",S,2510
21017,IN,bhb,0,Bhili,Bhili,S,119302
21017,IN,bpx,0,"Bareli, Palya","Bareli, Palya",S,920
21017,IN,dhn,0,Dhanki,Dhanki,S,8130
21017,IN,duh,0,"Dungra Bhil","Dungra Bhil",S,1890
21017,IN,guj,0,Gujarati,Gujarati,S,21546
21017,IN,hin,0,Hindi,Hindi,S,114140
21017,IN,kan,0,Kannada,Kannada,S,50
21017,IN,kfp,0,Korwa,Korwa,S,90
21017,IN,khn,0,Khandesi,Khandesi,S,15635
21017,IN,mar,0,Marathi,Marathi,S,50160
21017,IN,mke,0,Mawchi,Mawchi,P,119855
21017,IN,mup,0,Malvi,Malvi,S,2120
21017,IN,nll,0,Nihali,Nihali,S,30
21017,IN,noe,0,Nimadi,Nimadi,S,21270
21017,IN,sbn,0,"Sindhi Bhil","Sindhi Bhil",S,40
21017,IN,urd,0,Urdu,Urdu,S,210
21017,IN,vas,0,Vasavi,Vasavi,S,5430
21018,IN,ahr,0,Ahirani,Ahirani,S,150
21018,IN,bfb,0,"Bareli, Pauri","Bareli, Pauri",S,1910
21018,IN,bgd,0,"Bareli, Rathwi","Bareli, Rathwi",S,3250
21018,IN,bhb,0,Bhili,Bhili,S,88330
21018,IN,bpx,0,"Bareli, Palya","Bareli, Palya",S,370
21018,IN,dhn,0,Dhanki,Dhanki,S,1230
21018,IN,duh,0,"Dungra Bhil","Dungra Bhil",S,380
21018,IN,guj,0,Gujarati,Gujarati,S,540
21018,IN,hin,0,Hindi,Hindi,P,99790
21018,IN,kfp,0,Korwa,Korwa,S,410
21018,IN,khn,0,Khandesi,Khandesi,S,10900
21018,IN,mar,0,Marathi,Marathi,S,14652
21018,IN,mke,0,Mawchi,Mawchi,S,340
21018,IN,mup,0,Malvi,Malvi,S,1120
21018,IN,nll,0,Nihali,Nihali,S,4000
21018,IN,noe,0,Nimadi,Nimadi,S,94760
21018,IN,sbn,0,"Sindhi Bhil","Sindhi Bhil",S,508
21018,IN,urd,0,Urdu,Urdu,S,210
21018,IN,vas,0,Vasavi,Vasavi,S,3480
21019,IN,ahr,0,Ahirani,Ahirani,S,2500
21019,IN,bfb,0,"Bareli, Pauri","Bareli, Pauri",S,3240
21019,IN,bgd,0,"Bareli, Rathwi","Bareli, Rathwi",S,21090
21019,IN,bhb,0,Bhili,Bhili,S,19880
21019,IN,bpx,0,"Bareli, Palya","Bareli, Palya",S,490
21019,IN,dhn,0,Dhanki,Dhanki,S,4860
21019,IN,duh,0,"Dungra Bhil","Dungra Bhil",S,790
21019,IN,guj,0,Gujarati,Gujarati,S,2060
21019,IN,hin,0,Hindi,Hindi,S,460
21019,IN,khn,0,Khandesi,Khandesi,S,5810
21019,IN,mar,0,Marathi,Marathi,P,37500
21019,IN,mke,0,Mawchi,Mawchi,S,80
21019,IN,sbn,0,"Sindhi Bhil","Sindhi Bhil",S,160
21019,IN,tcy,0,Tulu,Tulu,S,10
21019,IN,urd,0,Urdu,Urdu,S,220
21019,IN,vas,0,Vasavi,Vasavi,S,3920
21020,IN,bgd,0,"Bareli, Rathwi","Bareli, Rathwi",S,889
21020,IN,bgq,0,Bagri,Bagri,S,110
21020,IN,bhb,0,Bhili,Bhili,S,12439
21020,IN,guj,0,Gujarati,Gujarati,P,52740
21020,IN,hin,0,Hindi,Hindi,S,4865
21020,IN,kfp,0,Korwa,Korwa,S,100
21020,IN,mar,0,Marathi,Marathi,S,170
21020,IN,noe,0,Nimadi,Nimadi,S,1440
21020,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,189
21020,IN,rwr,0,Marwari,Marwari,S,3098
21021,IN,ahr,0,Ahirani,Ahirani,S,30
21021,IN,ben,0,Bengali,Bengali,S,8
21021,IN,bfb,0,"Bareli, Pauri","Bareli, Pauri",S,785
21021,IN,bgd,0,"Bareli, Rathwi","Bareli, Rathwi",S,765
21021,IN,bhb,0,Bhili,Bhili,S,59712
21021,IN,bpx,0,"Bareli, Palya","Bareli, Palya",S,360
21021,IN,dhn,0,Dhanki,Dhanki,P,339580
21021,IN,duh,0,"Dungra Bhil","Dungra Bhil",S,260
21021,IN,guj,0,Gujarati,Gujarati,S,115
21021,IN,hin,0,Hindi,Hindi,S,34169
21021,IN,kan,0,Kannada,Kannada,S,2
21021,IN,khn,0,Khandesi,Khandesi,S,2806
21021,IN,mar,0,Marathi,Marathi,S,21673
21021,IN,mtr,0,Mewari,Mewari,S,33
21021,IN,mup,0,Malvi,Malvi,S,134
21021,IN,noe,0,Nimadi,Nimadi,S,488
21021,IN,sbn,0,"Sindhi Bhil","Sindhi Bhil",S,8
21021,IN,tel,0,Telugu,Telugu,S,2
21021,IN,urd,0,Urdu,Urdu,S,2382
21021,IN,vas,0,Vasavi,Vasavi,S,195
21022,IN,ahr,0,Ahirani,Ahirani,S,1200
21022,IN,bfb,0,"Bareli, Pauri","Bareli, Pauri",S,22900
21022,IN,bgd,0,"Bareli, Rathwi","Bareli, Rathwi",S,5430
21022,IN,bhb,0,Bhili,Bhili,S,37465
21022,IN,bpx,0,"Bareli, Palya","Bareli, Palya",S,3020
21022,IN,dhn,0,Dhanki,Dhanki,S,250
21022,IN,duh,0,"Dungra Bhil","Dungra Bhil",S,13140
21022,IN,guj,0,Gujarati,Gujarati,S,154275
21022,IN,hin,0,Hindi,Hindi,S,1880
21022,IN,khn,0,Khandesi,Khandesi,S,30350
21022,IN,mar,0,Marathi,Marathi,S,146860
21022,IN,mke,0,Mawchi,Mawchi,S,2800
21022,IN,sbn,0,"Sindhi Bhil","Sindhi Bhil",S,12200
21022,IN,urd,0,Urdu,Urdu,S,980
21022,IN,vas,0,Vasavi,Vasavi,P,714954
21024,IN,bgw,0,Bhatri,Bhatri,S,700
21024,IN,gno,0,"Gondi, Northern","Gondi, Northern",P,22110
21024,IN,hin,0,Hindi,Hindi,S,1580
21024,IN,mar,0,Marathi,Marathi,S,16490
21024,IN,tel,0,Telugu,Telugu,S,2120
21025,IN,bgw,0,Bhatri,Bhatri,S,3452
21025,IN,gno,0,"Gondi, Northern","Gondi, Northern",P,9033
21025,IN,hin,0,Hindi,Hindi,S,1920
21025,IN,hlb,0,Halbi,Halbi,S,1915
21025,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,1950
21025,IN,mrr,0,Maria,Maria,S,1220
21025,IN,ory,0,Odia,Odia,S,70
21025,IN,pci,0,Duruwa,Duruwa,S,170
21025,IN,tel,0,Telugu,Telugu,S,900
21026,IN,bgw,0,Bhatri,Bhatri,S,2550
21026,IN,bho,0,Bhojpuri,Bhojpuri,S,15850
21026,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,17585
21026,IN,hin,0,Hindi,Hindi,P,65740
21026,IN,hlb,0,Halbi,Halbi,S,2200
21026,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,7193
21026,IN,ory,0,Odia,Odia,S,320
21026,IN,pci,0,Duruwa,Duruwa,S,54790
21026,IN,sdr,0,"Sadri, Oraon","Sadri, Oraon",S,200
21026,IN,tel,0,Telugu,Telugu,S,190
21026,IN,urd,0,Urdu,Urdu,S,15
21027,IN,bgw,0,Bhatri,Bhatri,S,15268
21027,IN,cdz,0,Koda,Koda,S,20
21027,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,19804
21027,IN,hin,0,Hindi,Hindi,S,7040
21027,IN,hlb,0,Halbi,Halbi,S,4020
21027,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,11520
21027,IN,kff,0,Koya,Koya,S,35020
21027,IN,kxv,0,Kuvi,Kuvi,S,70
21027,IN,ory,0,Odia,Odia,P,57589
21027,IN,pci,0,Duruwa,Duruwa,S,5864
21027,IN,peg,0,Pengo,Pengo,S,3750
21027,IN,tel,0,Telugu,Telugu,S,1010
21027,IN,xis,0,Kisan,Kisan,S,350
21028,IN,bho,0,Bhojpuri,Bhojpuri,S,7460
21028,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,1385
21028,IN,hin,0,Hindi,Hindi,P,26225
21029,IN,ben,0,Bengali,Bengali,S,367
21029,IN,bgw,0,Bhatri,Bhatri,S,900
21029,IN,bho,0,Bhojpuri,Bhojpuri,S,60
21029,IN,gno,0,"Gondi, Northern","Gondi, Northern",P,48040
21029,IN,hin,0,Hindi,Hindi,S,5613
21029,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,970
21029,IN,hoc,0,Ho,Ho,S,160
21029,IN,kxv,0,Kuvi,Kuvi,S,80
21029,IN,mar,0,Marathi,Marathi,S,19930
21029,IN,ory,0,Odia,Odia,S,16497
21029,IN,sat,0,Santhali,Santhali,S,40
21029,IN,tel,0,Telugu,Telugu,S,7760
21029,IN,unr,0,Mundari,Mundari,S,100
21029,IN,unx,0,Munda,Munda,S,210
21029,IN,wsg,0,"Gondi, Adilabad","Gondi, Adilabad",S,30
21030,IN,bgw,0,Bhatri,Bhatri,S,530
21030,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,5068
21030,IN,hin,0,Hindi,Hindi,S,3180
21030,IN,hlb,0,Halbi,Halbi,S,525
21030,IN,hne,0,Chhattisgarhi,Chhattisgarhi,P,7172
21030,IN,ory,0,Odia,Odia,S,290
21030,IN,pci,0,Duruwa,Duruwa,S,155
21030,IN,tel,0,Telugu,Telugu,S,450
21031,IN,bgw,0,Bhatri,Bhatri,S,30
21031,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,13281
21031,IN,hin,0,Hindi,Hindi,S,3650
21031,IN,kfp,0,Korwa,Korwa,S,90
21031,IN,mar,0,Marathi,Marathi,S,13504
21031,IN,tel,0,Telugu,Telugu,S,190
